,Date,0,1,2
388,2019-07-19,-12.216763,-5.006223,-1.0378573
389,2019-07-22,-12.252029,-5.097041,-0.7806789
390,2019-07-23,-12.247015,-5.2704315,-0.641017
391,2019-07-24,-12.101788,-5.498723,-0.71375185
392,2019-07-25,-5.130566,4.907798,6.336897
393,2019-07-26,-5.1080737,4.9585037,6.294125
394,2019-07-29,-5.608049,4.142722,6.2347264
395,2019-07-30,-6.462976,2.9077833,6.1723204
396,2019-07-31,-6.578317,2.750287,6.1305075
397,2019-08-01,-6.0113406,3.6477153,6.090508
398,2019-08-02,-5.784513,4.0185885,6.0482006
399,2019-08-05,-5.5275536,4.5892277,6.031382
400,2019-08-06,-5.7293053,4.366161,5.9136944
401,2019-08-07,-5.9332995,4.1364393,5.8159795
402,2019-08-08,-6.915535,2.9513867,5.5264635
403,2019-08-09,-6.908457,3.0661952,5.440119
404,2019-08-12,-6.017673,4.272921,5.6179976
405,2019-08-13,-7.2567296,2.957297,5.1019354
406,2019-08-14,-3.0295212,8.402687,4.0653877
407,2019-08-15,-2.9310708,9.703137,3.8144832
408,2019-08-16,-3.7488728,8.543739,3.005542
409,2019-08-19,-6.2183523,5.4474635,1.6706917
410,2019-08-20,-6.57568,5.201592,1.3239257
411,2019-08-21,-5.1359653,7.338269,1.7453743
412,2019-08-22,-5.7753024,6.3676395,1.4064214
413,2019-08-23,-3.7601738,10.117369,1.4952668
414,2019-08-26,-3.9520795,9.6844425,1.110202
415,2019-08-27,-4.1865416,9.208311,0.91000676
416,2019-08-28,-4.264031,9.044588,0.87007916
417,2019-08-29,-7.35754,5.4323454,-0.32375124
418,2019-08-30,-8.727675,1.664843,-1.4310905
419,2019-09-03,-8.953778,1.7352315,-1.5455594
420,2019-09-04,-8.232038,4.2046375,-1.0413849
421,2019-09-05,-9.3889065,1.3828299,-1.8098426
422,2019-09-06,-9.193258,1.4772228,-1.6375685
423,2019-09-09,-10.130273,-0.47371373,-1.5903151
424,2019-09-10,-10.115345,-0.656756,-1.4347489
425,2019-09-11,-7.9815903,-4.706613,-1.3535473
426,2019-09-12,-8.037167,-4.893579,-1.0811185
427,2019-09-13,-8.5285225,-4.3118763,0.0972303
428,2019-09-16,-8.907072,-2.7645075,1.4841396
429,2019-09-17,-8.874322,-2.6155994,1.7246459
430,2019-09-18,-8.828591,-2.6769395,1.9834296
431,2019-09-19,-8.894171,-3.0013828,1.941612
432,2019-09-20,-8.3112545,-1.1962744,3.5060163
433,2019-09-23,-8.233279,-1.1418232,3.6056523
434,2019-09-24,-3.9864151,5.2589025,3.511008
435,2019-09-25,-3.9483545,6.284491,3.5569072
436,2019-09-26,-6.9958053,0.5325704,4.2144175
437,2019-09-27,-8.313537,-1.8323023,3.6545053
438,2019-09-30,-7.6150026,-0.6346523,4.2180367
439,2019-10-01,-8.381528,-2.1587536,3.6075346
440,2019-10-02,-8.444525,-2.0243678,3.6346602
441,2019-10-03,-3.9146483,3.8622422,4.264307
442,2019-10-04,-4.2404604,3.7107766,4.246541
443,2019-10-07,-6.829707,0.87189305,4.2769785
444,2019-10-08,-8.174802,-1.3560386,3.7089255
445,2019-10-09,-9.29584,-3.6659353,1.5599868
446,2019-10-10,-9.374516,-3.9171932,1.3719116
447,2019-10-11,-9.646886,-5.4997735,0.43612954
448,2019-10-14,-8.504716,-7.5080075,-1.3679184
449,2019-10-15,-8.419127,-7.7983217,-1.4958177
450,2019-10-16,-8.509467,-8.06965,-1.4584383
451,2019-10-17,-8.70216,-8.448454,-1.4081345
452,2019-10-18,-10.413754,-7.327342,0.8956423
453,2019-10-21,-8.417027,-4.191334,3.747934
454,2019-10-22,-8.425935,-4.1579456,3.7850966
455,2019-10-23,-8.270948,-3.842525,3.9319682
456,2019-10-24,-6.2261634,-12.636381,-1.1786994
457,2019-10-25,-6.3081594,-12.878999,-1.0849952
458,2019-10-28,-6.427009,-13.028379,-0.9855617
459,2019-10-29,-7.3650866,-13.470999,-0.24843472
460,2019-10-30,-7.7822404,-13.5392685,0.07001714
461,2019-10-31,-8.048847,-13.520492,0.272252
462,2019-11-01,-8.410165,-13.438761,0.57193744
463,2019-11-04,-8.510861,-13.380711,0.5950587
464,2019-11-05,-8.583094,-13.333983,0.64432406
465,2019-11-06,-8.739866,-13.183329,0.5898569
466,2019-11-07,-8.654291,-13.10084,0.17827219
467,2019-11-08,-8.901111,-12.812494,0.16614805
468,2019-11-11,-8.739085,-12.467568,-0.4924126
469,2019-11-12,-8.807297,-12.355825,-0.50104463
470,2019-11-13,-9.056003,-12.301115,-0.06161377
471,2019-11-14,-9.386498,-12.088721,0.46544492
472,2019-11-15,-9.535463,-11.927232,0.63051474
473,2019-11-18,-9.759313,-11.619201,0.94855255
474,2019-11-19,-9.725902,-11.701859,0.7870627
475,2019-11-20,-9.85904,-11.400513,1.0897647
476,2019-11-21,-9.894403,-11.373852,1.0912856
477,2019-11-22,-5.390068,-2.6021554,6.8212075
478,2019-11-25,-5.4324994,-2.6148086,6.804674
479,2019-11-26,-4.358999,-1.2677847,7.2463436
480,2019-11-27,-4.4836836,-1.3190929,7.2080636
481,2019-11-29,-4.4527416,-1.2714723,7.221248
482,2019-12-02,-5.048713,-1.5452815,7.007708
483,2019-12-03,-5.46483,-1.6628392,6.913036
484,2019-12-04,-5.462159,-1.5340805,6.934213
485,2019-12-05,-5.1614146,-1.3203458,7.041426
486,2019-12-06,-6.040793,-1.6285572,6.9534183
487,2019-12-09,-6.701169,-1.848026,6.8874407
488,2019-12-10,-9.042829,-4.723856,2.6127367
489,2019-12-11,-7.729032,-5.5607495,-0.2983463
490,2019-12-12,-7.5439615,-5.799276,-1.1718378
491,2019-12-13,-8.042798,-5.6835713,-0.2152213
492,2019-12-16,-7.876618,-6.740148,-1.1725848
